Category,Product Name,Material Composition,Product Name with Keywords,Fragility,Predicted Packaging Material,Protective Packaging Tip,Image Paths
Books and Stationery,"Birthday card: Paper, cardboard",['Paper'],"Birthday card: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Stretch wrap,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Stretch wrap\Image_1.jpg
Books and Stationery,"Anniversary card: Paper, cardboard",['Paper'],"Anniversary card: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Plastic wrap,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Plastic wrap\Image_1.jpeg
Books and Stationery,"Wedding card: Paper, cardboard",['Paper'],"Wedding card: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Stretch wrap,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Stretch wrap\Image_1.jpg
Books and Stationery,"Graduation card: Paper, cardboard",['Paper'],"Graduation card: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Cardboard boxes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Cardboard boxes\Image_1.jpg
Books and Stationery,"Holiday card: Paper, cardboard",['Paper'],"Holiday card: Paper, cardboard paper cardboard ink adhesive",Not Fragile,PLA packaging,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\PLA packaging\Image_1.png
Books and Stationery,"Christmas card: Paper, cardboard",['Paper'],"Christmas card: Paper, cardboard paper cardboard ink adhesive",Not Fragile,PLA packaging,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\PLA packaging\Image_1.png
Books and Stationery,"New Year card: Paper, cardboard",['Paper'],"New Year card: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Plastic wrap,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Plastic wrap\Image_1.jpeg
Books and Stationery,"Valentine's Day card: Paper, cardboard",['Paper'],"Valentine's Day card: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Stretch wrap,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Stretch wrap\Image_1.jpg
Books and Stationery,"Easter card: Paper, cardboard",['Paper'],"Easter card: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Shipping envelopes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Shipping envelopes\Image_1.jpg
Books and Stationery,"Mother's Day card: Paper, cardboard",['Paper'],"Mother's Day card: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Plastic wrap,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Plastic wrap\Image_1.jpeg
Books and Stationery,"Novel: Paper, cardboard",['Paper'],"Novel: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Corrugated plastic mailers,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated plastic mailers\Image_1.jpg
Books and Stationery,"Textbook: Paper, cardboard",['Paper'],"Textbook: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Ziplock bags,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Ziplock bags\Image_1.jpg
Books and Stationery,"Biography: Paper, cardboard",['Paper'],"Biography: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Stretch wrap,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Stretch wrap\Image_1.jpg
Books and Stationery,"Poetry: Paper, cardboard",['Paper'],"Poetry: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Cardboard boxes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Cardboard boxes\Image_1.jpg
Books and Stationery,"Cookbook: Paper, cardboard",['Paper'],"Cookbook: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Corrugated plastic mailers,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated plastic mailers\Image_1.jpg
Books and Stationery,"Self-help book: Paper, cardboard",['Paper'],"Self-help book: Paper, cardboard paper cardboard ink adhesive",Not Fragile,PLA packaging,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\PLA packaging\Image_1.png
Books and Stationery,"Fantasy novel: Paper, cardboard",['Paper'],"Fantasy novel: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Mailing tubes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Mailing tubes\Image_1.jpg
Books and Stationery,"Science fiction novel: Paper, cardboard",['Paper'],"Science fiction novel: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Ziplock bags,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Ziplock bags\Image_1.jpg
Books and Stationery,"Mystery novel: Paper, cardboard",['Paper'],"Mystery novel: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Strapping materials,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Strapping materials\Image_1.png
Books and Stationery,"Romance novel: Paper, cardboard",['Paper'],"Romance novel: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Strapping materials,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Strapping materials\Image_1.png
Books and Stationery,"Historical fiction: Paper, cardboard",['Paper'],"Historical fiction: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Ziplock bags,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Ziplock bags\Image_1.jpg
Books and Stationery,"Thriller: Paper, cardboard",['Paper'],"Thriller: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Strapping materials,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Strapping materials\Image_1.png
Books and Stationery,"Young adult novel: Paper, cardboard",['Paper'],"Young adult novel: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Shipping envelopes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Shipping envelopes\Image_1.jpg
Books and Stationery,"Drama: Paper, cardboard",['Paper'],"Drama: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Mailing tubes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Mailing tubes\Image_1.jpg
Books and Stationery,"Non-fiction book: Paper, cardboard",['Paper'],"Non-fiction book: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Shipping envelopes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Shipping envelopes\Image_1.jpg
Books and Stationery,"Memoir: Paper, cardboard",['Paper'],"Memoir: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Stretch wrap,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Stretch wrap\Image_1.jpg
Books and Stationery,"Autobiography: Paper, cardboard",['Paper'],"Autobiography: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Corrugated plastic mailers,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated plastic mailers\Image_1.jpg
Books and Stationery,"Travel guide: Paper, cardboard",['Paper'],"Travel guide: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Cardboard boxes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Cardboard boxes\Image_1.jpg
Books and Stationery,"Art book: Paper, cardboard",['Paper'],"Art book: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Strapping materials,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Strapping materials\Image_1.png
Books and Stationery,"Photography book: Paper, cardboard",['Paper'],"Photography book: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Cardboard boxes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Cardboard boxes\Image_1.jpg
Books and Stationery,"Children's book: Paper, cardboard",['Paper'],"Children's book: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Corrugated plastic mailers,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated plastic mailers\Image_1.jpg
Books and Stationery,"Graphic novel: Paper, cardboard",['Paper'],"Graphic novel: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Cardboard boxes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Cardboard boxes\Image_1.jpg
Books and Stationery,"Comic book: Paper, cardboard",['Paper'],"Comic book: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Polyethylene bags,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Polyethylene bags\Image_1.jpg
Books and Stationery,"Reference book: Paper, cardboard",['Paper'],"Reference book: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Corrugated plastic mailers,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated plastic mailers\Image_1.jpg
Books and Stationery,"Encyclopedia: Paper, cardboard",['Paper'],"Encyclopedia: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Strapping materials,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Strapping materials\Image_1.png
Books and Stationery,"Dictionary: Paper, cardboard",['Paper'],"Dictionary: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Mailing tubes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Mailing tubes\Image_1.jpg
Books and Stationery,"Almanac: Paper, cardboard",['Paper'],"Almanac: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Strapping materials,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Strapping materials\Image_1.png
Books and Stationery,"Atlas: Paper, cardboard",['Paper'],"Atlas: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Polyethylene bags,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Polyethylene bags\Image_1.jpg
Books and Stationery,Magazine: Paper,['Paper'],Magazine: Paper paper cardboard ink adhesive,Not Fragile,Tyvek envelopes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Tyvek envelopes\Image_1.jpg
Books and Stationery,Journal: Paper,['Paper'],Journal: Paper paper cardboard ink adhesive,Not Fragile,PLA packaging,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\PLA packaging\Image_1.png
Books and Stationery,Newspaper: Paper,['Paper'],Newspaper: Paper paper cardboard ink adhesive,Not Fragile,Mailing tubes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Mailing tubes\Image_1.jpg
